freq;unit;s_adj;na_item;geo\TIME_PERIOD,1995-Q1 ,1995-Q2 ,1995-Q3 ,1995-Q4 ,1996-Q1 ,1996-Q2 ,1996-Q3 ,1996-Q4 ,1997-Q1 ,1997-Q2 ,1997-Q3 ,1997-Q4 ,1998-Q1 ,1998-Q2 ,1998-Q3 ,1998-Q4 ,1999-Q1 ,1999-Q2 ,1999-Q3 ,1999-Q4 ,2000-Q1 ,2000-Q2 ,2000-Q3 ,2000-Q4 ,2001-Q1 ,2001-Q2 ,2001-Q3 ,2001-Q4 ,2002-Q1 ,2002-Q2 ,2002-Q3 ,2002-Q4 ,2003-Q1 ,2003-Q2 ,2003-Q3 ,2003-Q4 ,2004-Q1 ,2004-Q2 ,2004-Q3 ,2004-Q4 ,2005-Q1 ,2005-Q2 ,2005-Q3 ,2005-Q4 ,2006-Q1 ,2006-Q2 ,2006-Q3 ,2006-Q4 ,2007-Q1 ,2007-Q2 ,2007-Q3 ,2007-Q4 ,2008-Q1 ,2008-Q2 ,2008-Q3 ,2008-Q4 ,2009-Q1 ,2009-Q2 ,2009-Q3 ,2009-Q4 ,2010-Q1 ,2010-Q2 ,2010-Q3 ,2010-Q4 ,2011-Q1 ,2011-Q2 ,2011-Q3 ,2011-Q4 ,2012-Q1 ,2012-Q2 ,2012-Q3 ,2012-Q4 ,2013-Q1 ,2013-Q2 ,2013-Q3 ,2013-Q4 ,2014-Q1 ,2014-Q2 ,2014-Q3 ,2014-Q4 ,2015-Q1 ,2015-Q2 ,2015-Q3 ,2015-Q4 ,2016-Q1 ,2016-Q2 ,2016-Q3 ,2016-Q4 ,2017-Q1 ,2017-Q2 ,2017-Q3 ,2017-Q4 ,2018-Q1 ,2018-Q2 ,2018-Q3 ,2018-Q4 ,2019-Q1 ,2019-Q2 ,2019-Q3 ,2019-Q4 ,2020-Q1 ,2020-Q2 ,2020-Q3 ,2020-Q4
Q;CP_MEUR;NSA;B1GQ;IT,212305.8 ,214085.5 ,221322.8 ,250442.2 ,236891.7 ,259496.8 ,254882.7 ,283701.0 ,254776.5 ,273118.6 ,268681.2 ,299634.5 ,265741.0 ,284501.5 ,276220.6 ,308134.0 ,274196.9 ,292718.7 ,285842.6 ,322391.2 ,290532.5 ,309542.4 ,301658.0 ,339780.0 ,307373.3 ,325983.4 ,316830.2 ,353950.0 ,315959.4 ,337594.3 ,331317.4 ,365387.9 ,325883.2 ,347895.6 ,343587.1 ,377327.3 ,339097.3 ,365368.2 ,354988.1 ,392865.4 ,348858.4 ,373950.7 ,364992.9 ,405833.3 ,364644.8 ,389045.7 ,379902.3 ,419093.9 ,382045.8 ,403065.5 ,395192.1 ,434536.5 ,393034.9 ,415638.5 ,402747.8 ,426278.3 ,374316.2 ,392790.0 ,389191.2 ,420958.5 ,377962.9 ,403808.2 ,398210.7 ,431297.7 ,391555.4 ,414755.6 ,408635.1 ,433809.7 ,388497.0 ,406788.3 ,401872.2 ,427201.2 ,380087.9 ,402771.2 ,402442.0 ,427449.1 ,386498.9 ,405581.9 ,404925.3 ,430399.5 ,389770.9 ,412552.4 ,413474.7 ,439557.0 ,401963.9 ,423978.7 ,421948.1 ,447896.0 ,411425.5 ,432291.0 ,430450.5 ,462425.9 ,422725.5 ,442337.5 ,437069.6 ,469433.3 ,427469.7 ,444836.6 ,443837.2 ,474798.0 ,401965.5 ,372503.7 ,424114.2 ,453011.4 
