freq;unit;s_adj;sector;na_item;geo\TIME_PERIOD,1999-Q1 ,1999-Q2 ,1999-Q3 ,1999-Q4 ,2000-Q1 ,2000-Q2 ,2000-Q3 ,2000-Q4 ,2001-Q1 ,2001-Q2 ,2001-Q3 ,2001-Q4 ,2002-Q1 ,2002-Q2 ,2002-Q3 ,2002-Q4 ,2003-Q1 ,2003-Q2 ,2003-Q3 ,2003-Q4 ,2004-Q1 ,2004-Q2 ,2004-Q3 ,2004-Q4 ,2005-Q1 ,2005-Q2 ,2005-Q3 ,2005-Q4 ,2006-Q1 ,2006-Q2 ,2006-Q3 ,2006-Q4 ,2007-Q1 ,2007-Q2 ,2007-Q3 ,2007-Q4 ,2008-Q1 ,2008-Q2 ,2008-Q3 ,2008-Q4 ,2009-Q1 ,2009-Q2 ,2009-Q3 ,2009-Q4 ,2010-Q1 ,2010-Q2 ,2010-Q3 ,2010-Q4 ,2011-Q1 ,2011-Q2 ,2011-Q3 ,2011-Q4 ,2012-Q1 ,2012-Q2 ,2012-Q3 ,2012-Q4 ,2013-Q1 ,2013-Q2 ,2013-Q3 ,2013-Q4 ,2014-Q1 ,2014-Q2 ,2014-Q3 ,2014-Q4 ,2015-Q1 ,2015-Q2 ,2015-Q3 ,2015-Q4 ,2016-Q1 ,2016-Q2 ,2016-Q3 ,2016-Q4 ,2017-Q1 ,2017-Q2 ,2017-Q3 ,2017-Q4 ,2018-Q1 ,2018-Q2 ,2018-Q3 ,2018-Q4 ,2019-Q1 ,2019-Q2 ,2019-Q3 ,2019-Q4 ,2020-Q1 ,2020-Q2 ,2020-Q3 ,2020-Q4
Q;MIO_EUR;NSA;S13;D5REC;IT,26490.9 ,42171.1 ,37636.3 ,61783.7 ,34272.9 ,41818.2 ,39390.7 ,55585.3 ,27960.6 ,46924.2 ,43729.7 ,64646.6 ,28213.9 ,45979.0 ,38530.9 ,67820.3 ,28079.3 ,44482.6 ,40900.8 ,65009.4 ,28963.5 ,50390.9 ,39132.3 ,66802.4 ,30497.0 ,48890.5 ,41184.7 ,70428.7 ,32450.0 ,59258.3 ,45311.1 ,76452.6 ,34495.7 ,61554.9 ,51098.0 ,86358.3 ,38760.8 ,60883.5 ,54813.1 ,85422.6 ,37120.9 ,56330.2 ,51100.3 ,77975.6 ,36960.5 ,56245.4 ,52169.5 ,81299.6 ,39473.9 ,55741.7 ,52114.4 ,79609.0 ,40178.0 ,58461.5 ,54441.7 ,86712.9 ,41207.1 ,63588.9 ,50099.3 ,86170.6 ,39922.4 ,61724.2 ,51068.0 ,84460.5 ,41696.2 ,59992.7 ,53113.4 ,87776.7 ,42281.8 ,62960.7 ,53608.4 ,88757.2 ,43645.9 ,64417.6 ,53475.3 ,88770.2 ,44482.4 ,63765.8 ,52860.9 ,87528.9 ,45389.8 ,64628.5 ,54895.9 ,93173.8 ,46374.5 ,60779.4 ,53105.1 ,92306.1 
